id	url	is_page	security_origin	mime_type	frame_id	loader_id
15AE3C99C01EDF1185E78251F6E436AA_0AB52CC6FDFBC657246F46DBB44FB409	http://cs6264.gtisc.gatech.edu:44527/	True	http://cs6264.gtisc.gatech.edu:44527	text/html	15AE3C99C01EDF1185E78251F6E436AA	0AB52CC6FDFBC657246F46DBB44FB409
15AE3C99C01EDF1185E78251F6E436AA_8A0F806D1555946B9B6B8A1EA5ABAC8C	https://archlinux.org/	True	https://archlinux.org	text/html	15AE3C99C01EDF1185E78251F6E436AA	8A0F806D1555946B9B6B8A1EA5ABAC8C
