id	url	is_page	security_origin	mime_type	frame_id	loader_id
77BD191BAAE37257C019E8F00AA56084_92B1801E5A2CB6C863EB8F1FA341BA37	http://cs6264.gtisc.gatech.edu:40071/	True	http://cs6264.gtisc.gatech.edu:40071	text/html	77BD191BAAE37257C019E8F00AA56084	92B1801E5A2CB6C863EB8F1FA341BA37
77BD191BAAE37257C019E8F00AA56084_1BC2315830C234C2D3C91D0F0F08701E	https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Faccounts.google.com%2F&dsh=S1228519630%3A1763087195409462&followup=https%3A%2F%2Faccounts.google.com%2F&ifkv=ARESoU2kv3uVZ6iF4XZNKZ8_PsXqngrybRK8pLnJEU0lW4Mmu2xkoghbC27rh80kE4xZiKSyZAmRkA&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin	True	https://accounts.google.com	text/html	77BD191BAAE37257C019E8F00AA56084	1BC2315830C234C2D3C91D0F0F08701E
77C36B54562619AD0810712C40251F51_47C41CADABF5956DD24814F263FA274D	https://accounts.google.com/_/bscframe	False	https://accounts.google.com	text/html	77C36B54562619AD0810712C40251F51	47C41CADABF5956DD24814F263FA274D
3B1515DBD073D8234C8AC80866EA414A_B4545DCE5A05C57FB625034D0D71C193	about:blank	False	://	text/html	3B1515DBD073D8234C8AC80866EA414A	B4545DCE5A05C57FB625034D0D71C193
CF5A79CEEC4995A8BC2228F58C06C819_4996C73B821C6F5DE78C4D5424F70FF9	about:blank	False	://	text/html	CF5A79CEEC4995A8BC2228F58C06C819	4996C73B821C6F5DE78C4D5424F70FF9
306DDC1BD21CE9FC0B07EE1064DBD6AA_1B246ADC649224EC00080EEB61C58E0A	http://cs6264.gtisc.gatech.edu:33189/demos/plain.html	True	http://cs6264.gtisc.gatech.edu:33189	text/html	306DDC1BD21CE9FC0B07EE1064DBD6AA	1B246ADC649224EC00080EEB61C58E0A
5F88270422F31EF48F3BE14E56F0F644_A054DBF3F1D2E8A43A3AC484358ADC99	https://accounts.youtube.com/accounts/CheckConnection?pmpo=https%3A%2F%2Faccounts.google.com&v=2062645393&timestamp=1763087195826	False	https://accounts.youtube.com	text/html	5F88270422F31EF48F3BE14E56F0F644	A054DBF3F1D2E8A43A3AC484358ADC99
