id	url	is_page	security_origin	mime_type	frame_id	loader_id
32ECA0ACE9833A46238549C8FF894D17_5135D82C566359B0DA40AD6FDC7E2028	https://cs6264.gtisc.gatech.edu/	True	https://cs6264.gtisc.gatech.edu	text/html	32ECA0ACE9833A46238549C8FF894D17	5135D82C566359B0DA40AD6FDC7E2028
0FD68C531698B3FA8F4A4D8E0A1F454D_88C3C06F82DC6CE07C7C024386F1202A	http://cs6264.gtisc.gatech.edu:40071/	True	http://cs6264.gtisc.gatech.edu:40071	text/html	0FD68C531698B3FA8F4A4D8E0A1F454D	88C3C06F82DC6CE07C7C024386F1202A
