id	type	url
cc622cd35305fa4e8726b8249e206d18	Document	https://cs6264.gtisc.gatech.edu/
2110e24e24492d9e84a582ae1b103fc9	Stylesheet	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/css/bootstrap.min.css
3af6f827c930b4eb1bbfc7919a93bcbd	Stylesheet	https://fonts.googleapis.com/css?family=Playfair+Display:700,900
a5cceaebaecd115ba9593cadcec308a8	Stylesheet	https://cs6264.gtisc.gatech.edu/static/css/main.css
48d1e9cdfb4d5ee53ae41991e0117247	Font	https://fonts.gstatic.com/s/playfairdisplay/v40/nuFiD-vYSZviVYUb_rj3ij__anPXDTzYgA.woff2
8b11cdf1459a34b4401cadbb9adc5bb1	Script	https://cdnjs.cloudflare.com/ajax/libs/popper.js/1.12.9/umd/popper.min.js
fa23745d4e6bc99d0e191c82e00f6cf9	Script	https://code.jquery.com/jquery-3.2.1.slim.min.js
4352c71c7dbf3ea299f6e8f75552d037	Script	https://maxcdn.bootstrapcdn.com/bootstrap/4.0.0/js/bootstrap.min.js
44c4e0cb57730a9bb85bad6da049fd63	Other	https://cs6264.gtisc.gatech.edu/favicon.ico
4fb9f721cd9602953eb246ef435e6de1	Stylesheet	https://use.fontawesome.com/releases/v5.8.1/css/all.css
48fc44a0a2e4fadf7118b391cb82a51b	Stylesheet	http://cs6264.gtisc.gatech.edu:40071/static/css/bootstrap.min.css
c75f047ce6bd288b79ffe9e54622704c	Stylesheet	http://cs6264.gtisc.gatech.edu:40071/static/css/mdb.min.css
0b63f52d7f938422f91e9cc98ac47b8e	Stylesheet	http://cs6264.gtisc.gatech.edu:40071/static/css/style.min.css
d625ec071df44e865c841cf8273aebfb	Image	http://cs6264.gtisc.gatech.edu:40071/media/Basketball.png
8d3f185e3b013310fc690b1de32c0d64	Font	http://cs6264.gtisc.gatech.edu:40071/static/font/roboto/Roboto-Regular.woff2
e4d607d3fbc2bb2919f78705533fd78b	Font	http://cs6264.gtisc.gatech.edu:40071/static/font/roboto/Roboto-Light.woff2
91a3fa9f071fdd28d472a701576d9bfd	Font	http://cs6264.gtisc.gatech.edu:40071/static/font/roboto/Roboto-Bold.woff2
abf5f0242ca3194b93a5110cf2762d76	Script	http://cs6264.gtisc.gatech.edu:40071/static/js/popper.min.js
6ae18f56e3f363428e12f93813914acf	Script	http://cs6264.gtisc.gatech.edu:40071/static/js/bootstrap.min.js
3289b8637eb7e12d91a1882eb0f461d2	Script	http://cs6264.gtisc.gatech.edu:40071/static/js/mdb.min.js
e3442a3dba0b5f4306c8823e93adce00	Script	http://cs6264.gtisc.gatech.edu:33189/hook.js
6927cf0130560aaffcd506bda2966222	Script	http://cs6264.gtisc.gatech.edu:33189/dh?bh=KHbpO21XbD5gDxmtjcVPlct33nLvOxVXiPR5Tr8JiAGoYNOiJVHhWWnHGyEcnKDQHdMisCwXNN6DbKAr&sid=1&pid=1&pc=10&d=W3siY2lkIjowLCJyZXN1bHRzIjp7ImJyb3dzZXIud2luZG93LmNvb2tpZXMiOiJjc3JmdG9rZW49QWpRakFpbnRzUEJRQXR0Rm5rd0RyM0FNNVpWUnZTSWY7IEJFRUZIT09LPUtIYnBPMjFYYkQ1Z0R4bXRqY1ZQbGN0MzNuTHZPeFZYaVBSNVRyOEppQUdvWU5PaUpWSGhXV25IR3lFY25LRFFIZE1pc0N3WE5ONkRiS0FyOyBYU1JGLVRPS0VOPWV5SnBkaUk2SWxaTVF5OUJaM2x4V0dGc1VEUlNRM0pTTURKc01tYzlQU0lzSW5aaGJIVmxJam9pZWtob2QxWjJZM0F2WWs5eWFITnRaMUZ3TkVRNU9GTnZUakJpUzB&_=1763083463441
5a4861b70cec379bc146a16707120718	Other	http://cs6264.gtisc.gatech.edu:40071/favicon.ico
e46feea33a6c3b1e89ee3488cddf1e5f	Script	http://cs6264.gtisc.gatech.edu:33189/dh?bh=KHbpO21XbD5gDxmtjcVPlct33nLvOxVXiPR5Tr8JiAGoYNOiJVHhWWnHGyEcnKDQHdMisCwXNN6DbKAr&sid=1&pid=7&pc=10&d=UuZ3B1LnZlbmRvciI6Ikdvb2dsZSBJbmMuIChJbnRlbCkiLCJoYXJkd2FyZS5jcHUuYXJjaCI6Ing4Nl82NCIsImhhcmR3YXJlLmNwdS5jb3JlcyI6MjAsImhhcmR3YXJlLmJhdHRlcnkuY2hhcmdpbmdzdGF0dXMiOiJ1bmtub3duIiwiaGFyZHdhcmUuYmF0dGVyeS5sZXZlbCI6InVua25vd24iLCJoYXJkd2FyZS5iYXR0ZXJ5LmNoYXJnaW5ndGltZSI6InVua25vd24iLCJoYXJkd2FyZS5iYXR0ZXJ5LmRpc2NoYXJnaW5ndGltZSI6InVua25vd24iLCJoYXJkd2FyZS5zY3JlZW4uc2l6ZS53aWR0aCI6MjU2M&_=1763083463447
da6ec384eccf74206132e26c02468c0a	Script	http://cs6264.gtisc.gatech.edu:33189/dh?bh=KHbpO21XbD5gDxmtjcVPlct33nLvOxVXiPR5Tr8JiAGoYNOiJVHhWWnHGyEcnKDQHdMisCwXNN6DbKAr&sid=1&pid=5&pc=10&d=YW1lIjoiY3M2MjY0Lmd0aXNjLmdhdGVjaC5lZHUiLCJicm93c2VyLndpbmRvdy5ob3N0cG9ydCI6IjQwMDcxIiwiYnJvd3Nlci53aW5kb3cudXJpIjoiaHR0cDovL2NzNjI2NC5ndGlzYy5nYXRlY2guZWR1OjQwMDcxLyIsImJyb3dzZXIud2luZG93LnJlZmVycmVyIjoiVW5rbm93biIsImJyb3dzZXIud2luZG93LnNpemUud2lkdGgiOjEyODAsImJyb3dzZXIud2luZG93LnNpemUuaGVpZ2h0IjoxMzI0LCJicm93c2VyLmRhdGUuZGF0ZXN0YW1wIjoiVGh1IE5vdiAxMyAyMDI1IDIwOjI0OjIzIEdNVC0wNTA&_=1763083463445
fad76667dda76d99bf400130d4f30a1a	Script	http://cs6264.gtisc.gatech.edu:33189/dh?bh=KHbpO21XbD5gDxmtjcVPlct33nLvOxVXiPR5Tr8JiAGoYNOiJVHhWWnHGyEcnKDQHdMisCwXNN6DbKAr&sid=1&pid=2&pc=10&d=ORkszVmxSVkpwY1dOalZrdFNOR1ZMUVhsTllWQkxkM0ZOZHpGdFNsWTJSeklyWTA0MVp6UnFUVFZIU25VNVUwSkVhRVpPT1hCWGVHZFFTMXBJTlZWV01UUk9iRWsyUkRSd2JsZ3daelZoYkZOalR6Sk9OSE5QUlM5M2FtVnhaMWRTZVdjaUxDSnRZV01pT2lJMlpqVmpOVFV4T0RNd05tSXpZak0wWTJZMFlUSXpPRGcwWkRFMk1tVTJOVFZtTTJRd01EZzNaakUxTVRKbE9HRTROVFEyWkRsbFlUWmxNRFEzTjJabElpd2lkR0ZuSWpvaUluMCUzRDsgYmFja190b19hZG1pbj1odHRwJTNBLy9jczYyNjQuZ3Rpc2MuZ2&_=1763083463442
38049e22228891e2d4565a929b85643e	Script	http://cs6264.gtisc.gatech.edu:33189/dh?bh=KHbpO21XbD5gDxmtjcVPlct33nLvOxVXiPR5Tr8JiAGoYNOiJVHhWWnHGyEcnKDQHdMisCwXNN6DbKAr&sid=1&pid=3&pc=10&d=F0ZWNoLmVkdSUzQTQyODQ1L2FkbWluL3ZpZXclM0Ftb2R1bGVzL2xvYWRfbW9kdWxlJTNBdXNlcnMvZWRpdC11c2VyJTNBMSIsImJyb3dzZXIubmFtZSI6IlVOS05PV04iLCJicm93c2VyLnZlcnNpb24iOiIxNDIuMC4wLjAiLCJicm93c2VyLmVuZ2luZSI6IkJsaW5rIiwiYnJvd3Nlci5uYW1lLnJlcG9ydGVkIjoiTW96aWxsYS81LjAgKFgxMTsgTGludXggeDg2XzY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTQyLjAuMC4wIFNhZmFyaS81MzcuMzYiLCJicm93c&_=1763083463443
5c70f635d14ddc17715c7603cfe82a88	Script	http://cs6264.gtisc.gatech.edu:33189/dh?bh=KHbpO21XbD5gDxmtjcVPlct33nLvOxVXiPR5Tr8JiAGoYNOiJVHhWWnHGyEcnKDQHdMisCwXNN6DbKAr&sid=1&pid=4&pc=10&d=2VyLnBsYXRmb3JtIjoiTGludXggeDg2XzY0IiwiYnJvd3Nlci5sYW5ndWFnZSI6ImVuLVVTIiwiYnJvd3Nlci5wbHVnaW5zIjoiUERGIFZpZXdlcixDaHJvbWUgUERGIFZpZXdlcixDaHJvbWl1bSBQREYgVmlld2VyLE1pY3Jvc29mdCBFZGdlIFBERiBWaWV3ZXIsV2ViS2l0IGJ1aWx0LWluIFBERiIsImJyb3dzZXIud2luZG93LnRpdGxlIjoiVW5rbm93biIsImJyb3dzZXIud2luZG93Lm9yaWdpbiI6Imh0dHA6Ly9jczYyNjQuZ3Rpc2MuZ2F0ZWNoLmVkdTo0MDA3MSIsImJyb3dzZXIud2luZG93Lmhvc3Ru&_=1763083463444
2e2c8b4fad8cda0aa19aa44646a3d977	Script	http://cs6264.gtisc.gatech.edu:33189/dh?bh=KHbpO21XbD5gDxmtjcVPlct33nLvOxVXiPR5Tr8JiAGoYNOiJVHhWWnHGyEcnKDQHdMisCwXNN6DbKAr&sid=1&pid=6&pc=10&d=wIChFYXN0ZXJuIFN0YW5kYXJkIFRpbWUpIiwiaG9zdC5vcy5uYW1lIjoiTGludXgiLCJob3N0Lm9zLmZhbWlseSI6IkxpbnV4IiwiaG9zdC5vcy5hcmNoIjo2NCwiaG9zdC5zb2Z0d2FyZS5kZWZhdWx0YnJvd3NlciI6IlVua25vd24iLCJoYXJkd2FyZS50eXBlIjoiVW5rbm93biIsImhhcmR3YXJlLm1lbW9yeSI6InVua25vd24iLCJoYXJkd2FyZS5ncHUiOiJBTkdMRSAoSW50ZWwsIE1lc2EgSW50ZWwoUikgSXJpcyhSKSBYZSBHcmFwaGljcyAoQURMIEdUMiksIE9wZW5HTCBFUyAzLjIpIiwiaGFyZHdhcm&_=1763083463446
